data,label,segments
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00040756.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00040756.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00040756.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07583066_7935.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07583066_7935.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07583066_7935.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00011194.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00011194.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00011194.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2013_test_00002833.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2013_test_00002833.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2013_test_00002833.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/sun_aopkyygpqxpmxlnr.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/sun_aopkyygpqxpmxlnr.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/sun_aopkyygpqxpmxlnr.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04263257_212.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04263257_212.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04263257_212.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04004767_3693.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04004767_3693.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04004767_3693.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04074963_12787.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04074963_12787.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04074963_12787.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04409515_20264.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04409515_20264.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04409515_20264.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03764736_5258.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03764736_5258.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03764736_5258.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03769881_7911.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03769881_7911.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03769881_7911.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n06874185_16387.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n06874185_16387.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n06874185_16387.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2014_train_00000375.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2014_train_00000375.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2014_train_00000375.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00001693.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00001693.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00001693.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04209133_2372.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04209133_2372.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04209133_2372.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2013_test_00005298.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2013_test_00005298.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2013_test_00005298.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04344873_11621.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04344873_11621.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04344873_11621.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n02105505_4632.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n02105505_4632.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n02105505_4632.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2014_train_00057684.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2014_train_00057684.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2014_train_00057684.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04487081_9432.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04487081_9432.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04487081_9432.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00017180.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00017180.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00017180.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03710721_17802.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03710721_17802.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03710721_17802.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00047344.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00047344.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00047344.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07742313_15971.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07742313_15971.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07742313_15971.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07742313_16766.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07742313_16766.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07742313_16766.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07720875_4538.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07720875_4538.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07720875_4538.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03690938_5845.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03690938_5845.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03690938_5845.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07742313_4192.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07742313_4192.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07742313_4192.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07739125_11290.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07739125_11290.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07739125_11290.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04392985_9079.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04392985_9079.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04392985_9079.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00035045.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00035045.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00035045.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n01644900_2141.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n01644900_2141.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n01644900_2141.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03797390_5400.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03797390_5400.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03797390_5400.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04152593_38609.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04152593_38609.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04152593_38609.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03770439_4806.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03770439_4806.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03770439_4806.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/sun_bkljnhtrqsfrngaq.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/sun_bkljnhtrqsfrngaq.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/sun_bkljnhtrqsfrngaq.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03124170_4101.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03124170_4101.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03124170_4101.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2013_test_00004177.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2013_test_00004177.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2013_test_00004177.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04074963_505.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04074963_505.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04074963_505.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03770439_26607.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03770439_26607.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03770439_26607.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03120491_3005.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03120491_3005.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03120491_3005.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03710721_20450.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03710721_20450.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03710721_20450.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00005577.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00005577.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00005577.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00039972.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00039972.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00039972.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n02676566_8618.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n02676566_8618.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n02676566_8618.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_val_00009518.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_val_00009518.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_val_00009518.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07930864_3332.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07930864_3332.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07930864_3332.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04285008_3333.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04285008_3333.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04285008_3333.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00045320.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00045320.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00045320.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04023962_8564.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04023962_8564.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04023962_8564.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00004878.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00004878.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00004878.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07873807_5405.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07873807_5405.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07873807_5405.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03134739_2114.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03134739_2114.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03134739_2114.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/sun_bnccwkfpedfyjptv.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/sun_bnccwkfpedfyjptv.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/sun_bnccwkfpedfyjptv.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03445777_5117.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03445777_5117.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03445777_5117.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03764736_24905.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03764736_24905.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03764736_24905.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03445777_1107.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03445777_1107.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03445777_1107.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00068691.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00068691.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00068691.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03958227_508.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03958227_508.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03958227_508.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00009768.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00009768.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00009768.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n02090622_6495.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n02090622_6495.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n02090622_6495.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04263257_5241.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04263257_5241.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04263257_5241.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n02281406_3771.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n02281406_3771.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n02281406_3771.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07739125_7220.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07739125_7220.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07739125_7220.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04263257_10887.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04263257_10887.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04263257_10887.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04392985_9050.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04392985_9050.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04392985_9050.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/sun_ajjwgwpswjbvjrbb.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/sun_ajjwgwpswjbvjrbb.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/sun_ajjwgwpswjbvjrbb.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n02132136_7468.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n02132136_7468.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n02132136_7468.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04252077_6833.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04252077_6833.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04252077_6833.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07718472_1720.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07718472_1720.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07718472_1720.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00038776.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00038776.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00038776.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07753113_5356.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07753113_5356.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07753113_5356.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07930864_29527.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07930864_29527.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07930864_29527.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n07697313_9135.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n07697313_9135.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n07697313_9135.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03188531_29365.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03188531_29365.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03188531_29365.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04252077_8790.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04252077_8790.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04252077_8790.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04099969_15948.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04099969_15948.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04099969_15948.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00044972.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00044972.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00044972.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03775546_9994.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03775546_9994.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03775546_9994.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03764736_3368.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03764736_3368.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03764736_3368.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2014_train_00026350.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2014_train_00026350.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2014_train_00026350.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04026417_34075.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04026417_34075.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04026417_34075.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00002904.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00002904.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00002904.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03908618_19047.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03908618_19047.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03908618_19047.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n06874185_24862.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n06874185_24862.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n06874185_24862.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03770439_5028.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03770439_5028.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03770439_5028.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2012_test_00004279.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2012_test_00004279.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2012_test_00004279.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04141076_36186.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04141076_36186.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04141076_36186.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n03673027_5443.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n03673027_5443.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n03673027_5443.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2014_train_00053830.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2014_train_00053830.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2014_train_00053830.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/n04074963_3611.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/n04074963_3611.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/n04074963_3611.png
/home/kong/Downloads/caffe-sal/data/DUT-train/im/ILSVRC2013_test_00002586.jpg,/home/kong/Downloads/caffe-sal/data/DUT-train/mask/ILSVRC2013_test_00002586.png,/home/kong/Downloads/caffe-sal/data/DUT-train/segments-ssn/ILSVRC2013_test_00002586.png
